Province/State,Country/Region,Territory,Population,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,Country_x,Alpha-2 code,Alpha-3 code,Jan_Temp,Feb_temp,Mar_temp,Apr_Temp,May_temp,Jun_Temp,July_Temp,Aug_Temp,Sept_temp,Oct_temp,Nov_Temp,Dec_temp,Annual_temp,Mers-confirmed,death_nb_sars,%+65,15-64pop,density,sex,IncomeGroup,tourism,Country Name,WEBNAME,Region,World Rank,2019 Score,Government Integrity,Gov't Spending,Fiscal Health,Investment Freedom ,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Gov't Expenditure % of GDP ,"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),Public Debt (% of GDP),ROTAC.,HepB3.,DTP3.c,MCV2.c,MCV1.c,Hib3.c,PAB.cs,Pol3.c,PCV3.c,BCG.cs,continent,pop_obsesity,Male_obesity,Female_obesity,nb_beds,Physicians_per_1000_2009-18,Nurse_midwife_per_1000_2009-18,Specialist_surgical_per_1000_2008-18
,Ethiopia,Ethiopia,87952991.0,9.145,40.4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,Ethiopia,ET,ETH,21.17,22.3,23.48,23.8,23.63,23.26,22.28,22.04,22.44,22.07,21.22,20.75,22.37,0.0,0.0,3.501132998,55.7158851,109.22455900000001,49.97888842,Low income,523000.0,Ethiopia,Ethiopia,Sub-Saharan Africa,137.0,53.6,35.1,90.4,83.3,35.0,12.1,35.0,30.0,17.9,$200.2 ,10.9,9.9,"$2,161",5.2,9.9,56.2,79.0,72.0,72.0,,61.0,72.0,93.0,67.0,67.0,85.0,Africa,3.6,1.6,5.6,6.3,0.1,0.8,0.5
,Fiji,Fiji,859178.0,-17.7134,178.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fiji,FJ,FJI,24.86,25.19,25.0,24.41,22.99,22.34,21.38,21.62,21.97,22.81,23.58,24.31,23.37,0.0,0.0,5.449680412999999,65.03769739,48.35703339,49.30050142,Upper middle income,675000.0,Fiji,Fiji,Asia-Pacific,81.0,62.2,23.4,71.7,82.4,55.0,11.1,29.0,20.0,30.7,$8.7 ,3.8,3.7,"$9,777",6.3,3.4,46.6,99.0,99.0,99.0,94.0,94.0,99.0,96.0,99.0,99.0,99.0,Oceania,30.0,24.9,35.3,2.3,0.8,2.9,5.4
,Finland,Finland,5470437.0,64.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,7,9,11,13,17,17,19,20,25,28,27,34,40,Finland,FI,FIN,-11.91,-11.03,-6.09,0.04,7.09,12.9,15.18,13.1,7.91,2.25,-4.04,-9.22,1.35,0.0,0.0,21.72078755,62.13402948,18.15685565,50.72075849,High income,2623000.0,Finland,Finland,Europe,20.0,74.9,92.5,7.2,86.4,85.0,2.0,31.3,20.0,55.6,$244.0 ,3.0,0.8,"$44,333",8.6,0.8,61.4,82.0,,91.0,93.0,96.0,91.0,,91.0,88.0,,Europe,24.9,25.7,24.2,5.5,3.8,14.7,76.3
French Guiana,France,French Guiana,66078000.0,3.9339,-53.1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,0.0,0.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,,,,,,,,,,Africa,23.2,23.5,23.0,6.6,,,
French Polynesia,France,French Polynesia,66078000.0,-17.6797,149.4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,0.0,0.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,,,,,,,,,,South America,23.2,23.5,23.0,6.6,,,
Guadeloupe,France,Guadeloupe,66078000.0,16.25,-61.5833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,4,4,6,6,7,7,7,7,7,8,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,0.0,0.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,,,,,,,,,,Island,23.2,23.5,23.0,6.6,,,
Mayotte,France,Mayotte,66078000.0,-12.8275,45.1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,0.0,0.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,,,,,,,,,,Island,23.2,23.5,23.0,6.6,,,
New Caledonia,France,New Caledonia,66078000.0,-20.9043,165.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,0.0,0.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,,,,,,,,,,Island,23.2,23.5,23.0,6.6,,,
Reunion,France,Reunion,66078000.0,-21.1351,55.2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,0.0,0.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,,,,,,,,,,Island,23.2,23.5,23.0,6.6,,,
Saint Barthelemy,France,Saint Barthelemy,66078000.0,17.9,-62.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,0.0,0.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,,,,,,,,,,Island,23.2,23.5,23.0,6.6,,,
St Martin,France,St Martin,66078000.0,18.0708,-63.0501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,0.0,0.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,,,,,,,,,,Island,23.2,23.5,23.0,6.6,,,
Martinique,France,France,66078000.0,14.6415,-61.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,6,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,2.0,1.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,90.0,96.0,80.0,90.0,95.0,,96.0,92.0,,Europe,23.2,23.5,23.0,6.6,3.2,9.7,58.6
Martinique,France,France,66078000.0,14.6415,-61.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,6,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,2.0,1.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,90.0,96.0,80.0,90.0,95.0,,96.0,92.0,,Europe,23.2,23.5,23.0,6.6,,,32.6
Martinique,France,France,66078000.0,14.6415,-61.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,6,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,2.0,1.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,90.0,96.0,80.0,90.0,95.0,,96.0,92.0,,Europe,23.2,23.5,23.0,6.6,,,
Martinique,France,France,66078000.0,14.6415,-61.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,6,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,2.0,1.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,90.0,96.0,80.0,90.0,95.0,,96.0,92.0,,Europe,23.2,23.5,23.0,6.6,,,
,France,France,66078000.0,46.2276,2.2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,6,9,11,19,19,33,48,48,79,91,91,148,148,148,243,450,562,674,860,1100,1331,1696,1995,2314,2606,3024,3523,4032,5387,6507,7560,8078,8911,10328,10869,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,2.0,1.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,90.0,96.0,80.0,90.0,95.0,,96.0,92.0,,Europe,23.2,23.5,23.0,6.6,3.2,9.7,58.6
,France,France,66078000.0,46.2276,2.2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,6,9,11,19,19,33,48,48,79,91,91,148,148,148,243,450,562,674,860,1100,1331,1696,1995,2314,2606,3024,3523,4032,5387,6507,7560,8078,8911,10328,10869,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,2.0,1.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,90.0,96.0,80.0,90.0,95.0,,96.0,92.0,,Europe,23.2,23.5,23.0,6.6,,,32.6
,France,France,66078000.0,46.2276,2.2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,6,9,11,19,19,33,48,48,79,91,91,148,148,148,243,450,562,674,860,1100,1331,1696,1995,2314,2606,3024,3523,4032,5387,6507,7560,8078,8911,10328,10869,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,2.0,1.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,90.0,96.0,80.0,90.0,95.0,,96.0,92.0,,Europe,23.2,23.5,23.0,6.6,,,
,France,France,66078000.0,46.2276,2.2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,6,9,11,19,19,33,48,48,79,91,91,148,148,148,243,450,562,674,860,1100,1331,1696,1995,2314,2606,3024,3523,4032,5387,6507,7560,8078,8911,10328,10869,France,FR,FRA,3.11,4.22,6.37,9.1,12.72,16.1,18.6,18.23,15.78,11.75,6.69,3.87,10.54,2.0,1.0,20.03462475,62.00891081,122.33839569999999,51.58424048,High income,80499000.0,France,France,Europe,71.0,63.8,67.9,3.9,64.9,75.0,2.0,45.0,33.0,56.6,"$2,835.8 ",1.8,1.1,"$43,761",9.4,1.2,97.0,,90.0,96.0,80.0,90.0,95.0,,96.0,92.0,,Europe,23.2,23.5,23.0,6.6,,,
,Gabon,Gabon,1711000.0,-0.8037,11.6094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Gabon,GA,GAB,25.72,25.94,26.14,26.09,25.73,24.09,22.98,23.35,24.57,25.22,25.13,25.04,25.0,0.0,0.0,3.563907468,59.41022284,8.224764233,49.06862016,Upper middle income,,Gabon,Gabon,Sub-Saharan Africa,118.0,56.3,35.5,86.6,82.1,60.0,16.9,35.0,30.0,21.1,$36.7 ,0.8,3.4,"$19,254",19.7,3.0,61.1,,70.0,70.0,,59.0,70.0,85.0,64.0,,87.0,Africa,13.4,8.6,18.2,,0.4,2.6,
,Gambia,Gambia (the),2101000.0,13.4432,-15.3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,GMB,23.87,25.88,27.32,28.25,28.53,28.55,27.36,26.73,26.73,27.59,26.52,23.93,26.77,0.0,0.0,2.589980939,53.141273999999996,225.30652169999996,50.4021329,Low income,106000.0,Gambia,Gambia,Sub-Saharan Africa,146.0,52.4,41.2,70.7,0.0,65.0,14.2,35.0,32.0,31.3,$3.6 ,3.5,3.1,"$1,713",9.5,8.0,123.2,,,,,,,,,,,Island,8.7,4.8,12.4,1.1,,,
,Georgia,Georgia,4490500.0,42.3154,43.3569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,Georgia,GE,GEO,-5.43,-3.98,0.72,7.62,12.26,15.67,18.8,18.45,14.63,8.74,3.26,-2.37,7.36,0.0,0.0,14.86549143,65.33926797,65.27520207,52.2912375,Upper middle income,1833000.0,Georgia,Georgia,Europe,16.0,75.9,58.5,73.6,93.9,80.0,0.7,20.0,15.0,29.6,$39.7 ,4.8,3.7,"$10,747",11.6,6.0,44.9,79.0,93.0,93.0,96.0,98.0,93.0,,93.0,81.0,97.0,Asia,23.3,20.0,26.0,2.8,5.1,4.1,130.4
,Germany,Germany,80783000.0,51.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,7,9,11,17,24,28,44,67,84,94,123,157,206,267,342,433,533,645,775,920,1107,1275,1444,1584,1810,2016,2349,Germany,DE,DEU,-0.48,0.56,3.87,7.69,12.27,15.5,17.19,16.97,13.9,9.43,4.27,0.88,8.5,3.0,0.0,21.461962,64.9170079,237.37096980000004,50.66036737,High income,28374000.0,Germany,Germany,Europe,24.0,73.5,81.3,42.3,91.8,80.0,2.0,47.5,15.8,43.9,"$4,170.8 ",2.5,1.7,"$50,425",3.8,1.7,64.1,68.0,87.0,93.0,93.0,97.0,92.0,,93.0,84.0,,Europe,25.7,26.6,24.9,8.2,4.2,13.2,108.0
,Ghana,Ghana,27043093.0,7.9465,-1.0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,Ghana,GH,GHA,26.95,29.09,29.52,29.16,28.15,26.61,25.67,25.44,25.87,26.82,27.3,26.44,27.25,0.0,0.0,3.068898007,59.33504041,130.8214292,49.3258297,Lower middle income,821000.0,Ghana,Ghana,Sub-Saharan Africa,109.0,57.5,35.5,82.0,23.9,70.0,10.8,35.0,25.0,24.5,$133.7 ,8.4,5.5,"$4,729",2.4,12.4,71.8,94.0,97.0,97.0,83.0,92.0,97.0,89.0,98.0,96.0,98.0,Africa,9.7,4.1,15.0,0.9,0.2,1.2,
,Greece,Greece,10992589.0,39.0742,21.8243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,5,5,6,6,13,15,17,20,22,26,28,32,38,43,49,50,53,63,68,73,79,81,83,Greece,GR,GRC,4.74,5.8,8.19,11.93,16.42,20.48,22.95,22.77,19.52,14.55,10.21,6.29,13.66,1.0,0.0,21.65527208,64.27348306,83.22473235,50.91620191,High income,16427000.0,Greece,Greece,Europe,106.0,57.7,37.7,23.3,79.0,55.0,2.0,42.0,29.0,50.6,$298.7 ,1.4,-0.3,"$27,737",21.5,1.1,181.9,20.0,96.0,99.0,83.0,97.0,99.0,,99.0,96.0,,Europe,27.4,26.0,28.7,4.5,4.6,3.4,163.5
,Guatemala,Guatemala,15806675.0,15.7835,-90.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,Guatemala,GT,GTM,20.7,21.45,22.94,24.35,24.89,24.54,23.99,24.11,23.82,23.11,21.88,21.08,23.07,0.0,0.0,4.812072508,60.752532099999996,160.9537794,50.7593495,Upper middle income,1160000.0,Guatemala,Guatemala,Americas,77.0,62.6,26.4,95.6,96.2,70.0,1.4,31.0,31.0,12.1,$137.8 ,2.8,3.6,"$8,145",2.7,4.4,24.4,87.0,86.0,86.0,76.0,87.0,86.0,90.0,85.0,85.0,88.0,North America,18.8,13.1,23.8,0.6,0.4,0.9,3.4
,Guinea,Guinea,10628972.0,9.9456,-9.6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guinea,GN,GIN,24.25,26.2,27.63,28.23,27.47,25.58,24.52,24.12,24.64,25.13,25.08,23.71,25.55,0.0,0.0,2.9260224480000003,53.22380421,50.52221227,51.8211107,Low income,131000.0,Guinea,Guinea,Sub-Saharan Africa,120.0,55.7,25.5,89.8,87.2,50.0,10.9,40.0,35.0,18.4,$26.5 ,6.7,4.9,"$2,041",4.5,8.9,39.7,,45.0,45.0,,48.0,45.0,80.0,45.0,,72.0,Africa,6.6,3.3,9.9,0.3,0.1,0.4,
,Guyana,Guyana,784894.0,5.0,-58.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,5,6,Guyana,GY,GUY,25.23,25.3,25.65,25.86,25.79,25.38,25.33,25.79,26.39,26.66,26.46,25.7,25.8,0.0,0.0,6.4502712429999995,65.33518355,3.957348235,49.80802483,Upper middle income,157000.0,Guyana,Guyana,Americas,113.0,56.8,33.2,69.4,77.6,55.0,6.6,33.3,40.0,32.0,$6.3 ,2.1,3.5,"$8,161",12,2.1,50.7,91.0,95.0,95.0,84.0,98.0,95.0,99.0,94.0,91.0,99.0,South America,19.2,12.2,26.1,,0.8,1.3,8.8
,Haiti,Haiti,10745665.0,18.9712,-72.2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Haiti,HT,HTI,22.5,22.8,23.47,24.17,24.91,25.65,25.87,26.07,25.81,25.29,24.19,22.97,24.48,0.0,0.0,4.949403848,61.80835189,403.5985486,50.65220989,Low income,349000.0,Haiti,Haiti,Americas,143.0,52.7,20.3,88.3,95.9,45.0,6.5,30.0,30.0,19.7,$19.9 ,1.2,2.2,"$1,815",14,14.7,31.1,58.0,64.0,64.0,38.0,69.0,64.0,81.0,64.0,1.0,83.0,North America,20.5,16.4,24.3,,0.2,0.7,5.9
,Honduras,Honduras,8725111.0,15.2,-86.2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,7,7,10,14,15,15,22,22,22,22,Honduras,HN,HND,21.31,21.98,23.38,24.42,24.99,24.5,24.05,24.27,24.21,23.44,22.38,21.7,23.39,0.0,0.0,4.690617659,63.56850081,85.68703191,50.04934017,Lower middle income,871000.0,Honduras,Honduras,Americas,93.0,60.2,25.3,78.2,95.9,65.0,2.8,25.0,25.0,27.0,$46.2 ,4.8,3.6,"$5,562",4.5,3.9,43.9,91.0,90.0,90.0,94.0,89.0,90.0,99.0,90.0,90.0,94.0,North America,19.4,14.1,24.5,0.7,0.3,0.9,13.7
