Country/Region,Territory,Population,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,Alpha-3 code,Jan_Temp,Feb_temp,Mar_temp,Apr_Temp,May_temp,Jun_Temp,July_Temp,Aug_Temp,Sept_temp,Oct_temp,Nov_Temp,Dec_temp,Annual_temp,Mers-confirmed,death_nb_sars,%+65,15-64pop,density,sex,IncomeGroup,tourism,World Rank,2019 Score,Government Integrity,Gov't Spending,Fiscal Health,Investment Freedom ,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Gov't Expenditure % of GDP ,"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),Public Debt (% of GDP),o-im,continent,pop_obsesity,Male_obesity,Female_obesity,nb_beds,Tests,Positive,Tests/ million,Positive/ thousands,lockdown_date,Type_lockdown,nb_trial,deaths_ebola,cases_ebola,1/22/20cases,1/23/20cases,1/24/20cases,1/25/20cases,1/26/20cases,1/27/20cases,1/28/20cases,1/29/20cases,1/30/20cases,1/31/20cases,2/1/20cases,2/2/20cases,2/3/20cases,2/4/20cases,2/5/20cases,2/6/20cases,2/7/20cases,2/8/20cases,2/9/20cases,2/10/20cases,2/11/20cases,2/12/20cases,2/13/20cases,2/14/20cases,2/15/20cases,2/16/20cases,2/17/20cases,2/18/20cases,2/19/20cases,2/20/20cases,2/21/20cases,2/22/20cases,2/23/20cases,2/24/20cases,2/25/20cases,2/26/20cases,2/27/20cases,2/28/20cases,2/29/20cases,3/1/20cases,3/2/20cases,3/3/20cases,3/4/20cases,3/5/20cases,3/6/20cases,3/7/20cases,3/8/20cases,3/9/20cases,3/10/20cases,3/11/20cases,3/12/20cases,3/13/20cases,3/14/20cases,3/15/20cases,3/16/20cases,3/17/20cases,3/18/20cases,3/19/20cases,3/20/20cases,3/21/20cases,3/22/20cases,3/23/20cases,3/24/20cases,3/25/20cases,3/26/20cases,3/27/20cases,3/28/20cases,3/29/20cases,3/30/20cases,3/31/20cases,4/1/20cases,4/2/20cases,4/3/20cases,4/4/20cases,4/5/20cases,4/6/20cases,4/7/20cases,4/8/20cases
United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),6650000.0,55.3781,-3.4360000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,6,8,8,8,21,21,55,55,71,137,177,233,281,335,422,465,578,759,1019,1228,1408,1789,2352,2921,3605,4313,4934,5373,6159,7097,GBR,2.99,2.97,4.66,6.74,9.82,12.77,14.44,14.29,12.21,9.47,5.52,3.85,8.31,0.0,0.0,18.39586567,63.92605226,274.8273922,50.63527456,High income,29306000.0,7.0,78.9,83.8,48.2,68.6,90.0,2.0,45.0,20.0,41.6,"$2,914.0 ",1.8,2.2,"$44,118",4.3,2.7,87.0,7.598516949152541,Europe,7.598516949152541,7.598516949152541,7.598516949152541,2.9,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,8,8,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,15,20,23,36,40,51,85,115,163,206,273,321,382,456,456,798,1140,1140,1543,1950,2626,2689,3983,5018,5683,6650,8077,9529,11658,14543,17089,19522,22141,25150,29474,33718,38168,41903,47806,51608,55242,60733
Uruguay,Uruguay,3404189.0,-32.5228,-55.7658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,5,5,6,7,7,URY,23.9,23.37,21.26,17.88,14.84,11.77,11.79,12.78,14.33,16.95,19.62,22.3,17.57,0.0,0.0,14.81451953,64.57749939,19.70802765,51.72154269,High income,2857000.0,40.0,68.6,69.2,67.5,69.9,85.0,5.7,30.0,25.0,32.9,$78.1 ,3.1,2.6,"$22,371",7.9,6.2,66.2,98.0,South America,28.9,25.3,32.1,3.0,1538.0,189.0,443.0,12.3,16/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,29,50,79,94,110,158,162,162,189,217,238,274,304,310,338,338,350,369,400,400,406,424,424
US,United States of America (the),327200000.0,37.0902,-95.7129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,11,12,14,17,21,22,28,36,40,47,54,63,85,108,118,200,244,307,417,557,706,942,1209,1581,2026,2467,2978,3873,4757,5926,7087,8407,9619,10783,12722,14695,USA,-6.31,-4.29,0.06,5.87,12.09,17.12,19.94,18.85,14.41,7.7,0.38,-4.76,6.75,0.0,0.0,15.80765406,65.48330596,35.76608858,50.52001465,High income,63477410.0,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.5985169491525415,7.598516949152541,7.598516949152541,7.5985169491525415,7.5985169491525415,7.598516949152541,7.598516949152541,7.598516949152541,North America,7.598516949152541,7.598516949152541,7.598516949152541,2.9,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,1,1,2,2,5,5,5,5,5,7,8,8,11,11,11,11,11,11,11,11,12,12,13,13,13,13,13,13,13,13,15,15,15,51,51,57,58,60,68,74,98,118,149,217,262,402,518,583,959,1281,1663,2179,2727,3499,4632,6421,7783,13747,19273,25600,33276,43847,53740,65778,83836,101657,121478,140909,161837,188172,213372,243616,275586,308850,337072,366667,396223,429052
Uzbekistan,Uzbekistan,30492800.0,41.3775,64.5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,UZB,-3.03,-1.55,5.38,14.1,20.42,25.34,27.71,25.31,19.55,11.63,5.36,0.03,12.52,0.0,0.0,4.419137878,66.89480471,77.46920545,50.13735892,Lower middle income,1393000.0,140.0,53.3,25.2,67.4,98.7,10.0,8.7,22.0,7.5,33.0,$222.6 ,5.3,7.4,"$6,929",7.2,12.5,24.5,96.0,Asia,15.3,12.9,17.7,4.3,0.0,7.598516949152541,0.0,7.598516949152541,20/03/2020,Partial,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,15,23,33,43,43,46,50,60,75,88,104,144,149,172,181,205,227,266,342,457,520,545
Venezuela,Venezuela (Bolivarian Republic of),31980000.0,6.4238,-66.5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,5,7,7,7,7,7,9,VEN,25.03,25.56,26.13,26.14,25.61,24.8,24.62,24.9,25.24,25.43,25.39,24.98,25.32,0.0,0.0,7.26698662,65.06636280000001,32.73079191,50.6332598,Upper middle income,595000.0,179.0,25.9,7.9,58.1,17.6,0.0,10.0,34.0,34.0,37.4,$380.7 ,-14.0,-7.8,"$12,114",7.7,1087.5,34.9,92.0,Asia,7.598516949152541,7.598516949152541,7.598516949152541,0.9,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,17,33,36,42,42,70,70,77,84,91,107,107,119,119,135,135,143,146,153,155,159,165,165,167
Vietnam,Viet Nam,95540000.0,16.0,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VNM,19.46,20.6,22.06,25.25,26.83,27.09,27.17,26.88,26.06,24.61,22.42,20.39,24.07,0.0,5.0,7.274978298,69.55234487,308.1252459,50.09640962,Lower middle income,6014000.0,128.0,55.3,34.0,74.1,40.7,30.0,2.9,35.0,22.0,29.4,$647.4 ,6.8,6.2,"$6,913",2.1,3.5,58.2,95.0,Asia,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,1.0,0.0,0.0,0,2,2,2,2,2,2,2,2,2,6,6,8,8,8,10,10,13,13,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,30,30,31,38,39,47,53,56,61,66,75,85,91,94,113,123,134,141,153,163,174,188,203,212,218,233,237,240,241,245,249,251
Zambia,Zambia,15023315.0,-15.4167,28.2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,ZMB,22.89,22.94,22.9,21.91,19.58,17.36,17.07,19.47,22.92,24.67,24.19,23.11,21.58,0.0,0.0,2.099678026,52.96418082,23.3414789,50.49320776,Lower middle income,920000.0,138.0,53.6,32.3,80.1,12.3,55.0,6.2,35.0,35.0,25.8,$68.9 ,3.6,4.0,"$3,996",7.8,6.6,62.2,91.0,Africa,6.5,3.0,10.0,0.0,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,12,16,22,28,29,35,35,36,39,39,39,39,39,39,39
Zimbabwe,Zimbabwe,13061239.0,-20.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,ZWE,23.9,23.49,22.92,21.15,18.4,15.79,15.64,17.9,21.37,23.74,24.23,23.85,21.03,0.0,0.0,2.939523653,54.65941011,37.32459093,52.35675207,Lower middle income,2423000.0,175.0,40.4,15.8,74.5,23.7,25.0,5.0,51.5,25.0,29.2,$34.0 ,3.0,2.6,"$2,283",5,1.3,78.4,95.0,Africa,12.3,3.7,20.5,1.7,0.0,7.598516949152541,0.0,7.598516949152541,27/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,5,7,7,7,8,8,9,9,9,9,10,11,11
Canada,Canada,35540419.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,7.598516949152541,North America,31.3,31.2,31.5,2.7,370315.0,19290.0,9772.0,5.2,18/03/2020,Partial,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,Dominica,71293.0,15.415,-61.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DMA,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,7.598516949152541,7.598516949152541,95.5,7.598516949152541,Upper middle income,76000.0,72.0,63.6,54.5,53.5,84.7,70.0,8.4,35.0,30.0,39.4,$0.8 ,-4.2,0.0,"$11,102",7.5985169491525415,0.6,87.6,95.0,North America,28.2,20.0,36.0,3.8,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,7,11,11,11,11,11,12,12,12,12,14,14,15,15,15
Grenada,Grenada,103328.0,12.1165,-61.678999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRD,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,9.621906796000001,66.81680334,327.8058824,49.60744376,Upper middle income,118000.0,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.5985169491525415,7.598516949152541,7.598516949152541,7.5985169491525415,7.5985169491525415,7.598516949152541,7.598516949152541,7.598516949152541,North America,20.2,12.6,27.6,3.5,37.0,10.0,332.0,27.0,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,7,7,9,9,9,9,10,12,12,12,12,12,12
Mozambique,Mozambique,25041922.0,-18.665695,35.529562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MOZ,26.03,25.89,25.48,24.15,22.04,20.0,19.63,20.99,23.13,24.98,25.93,26.03,23.69,0.0,0.0,2.890764457,52.43843539,37.50853531,51.4751911,Low income,1902000.0,163.0,48.6,28.1,66.9,16.6,35.0,3.5,32.0,32.0,33.2,$36.7 ,3.0,5.6,"$1,244",25,15.3,102.2,95.0,Africa,6.0,2.8,8.9,0.7,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,7,7,8,8,8,8,10,10,10,10,10,10,10,17
Syria,Syrian Arab Republic (the),18270000.0,34.802075,38.99681500000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,SYR,6.12,7.95,11.46,16.37,21.49,25.99,28.73,28.44,25.2,19.6,12.74,7.67,17.65,0.0,0.0,4.503124421,64.07533477,92.06710777,49.81421136,Low income,5070000.0,7.598516949152541,7.598516949152541,20.3,7.598516949152541,7.598516949152541,0.0,16.5,22.0,28.0,7.598516949152541,7.5985169491525415,7.598516949152541,7.598516949152541,7.5985169491525415,14.9,7.598516949152541,7.598516949152541,7.598516949152541,Island,7.598516949152541,7.598516949152541,7.598516949152541,1.6,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,5,5,9,10,10,10,16,16,16,19,19,19,19
Timor-Leste,Timor-Leste,1296000.0,-8.874217,125.727539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TLS,25.46,25.47,25.36,25.18,24.81,24.08,23.81,24.06,24.66,25.34,25.76,25.61,24.97,0.0,0.0,4.316492294,57.90284343,85.27047747,49.45846724,Lower middle income,51000.0,172.0,44.2,32.1,0.9,20.0,45.0,2.5,10.0,10.0,57.5,$6.8 ,-0.5,3.1,"$5,444",3.4,0.6,0.0,95.0,Asia,2.9,2.1,3.8,0.0,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Belize,Belize,349728.0,13.1939,-59.5432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,BLZ,22.37,23.04,24.45,25.87,26.91,26.93,26.45,26.66,26.49,25.42,23.56,22.62,25.06,0.0,0.0,4.736458777,64.98377585,16.79399386,50.19252306,Upper middle income,250000.0,123.0,55.4,27.2,65.9,39.1,55.0,10.5,25.0,25.0,33.7,$3.2 ,0.8,1.8,"$8,324",9.3,1.1,99.0,99.0,North America,22.4,15.4,29.4,1.1,0.0,7.598516949152541,0.0,7.598516949152541,30/03/2020,Full,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,3,3,3,4,4,5,7,7,8
Canada,Canada,35540419.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN,-24.62,-23.25,-18.72,-9.79,-0.29,7.24,11.11,9.52,3.45,-4.36,-14.5,-21.52,-7.14,0.0,38.0,17.23200668,66.89774245,4.075308214,50.39152995,High income,16014000.0,8.0,77.7,84.6,51.3,83.1,80.0,1.6,33.0,15.0,40.3,"$1,769.3 ",3.0,2.1,"$48,265",6.3,1.6,89.7,7.598516949152541,North America,31.3,31.2,31.5,2.7,370315.0,19290.0,9772.0,5.2,18/03/2020,Partial,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,Lao People's Democratic Republic (the),6858000.0,19.856270000000002,102.495496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LAO,18.69,20.6,23.01,25.21,25.9,25.75,25.49,25.2,24.83,23.62,21.27,19.03,23.22,0.0,0.0,4.075149964,63.32093135,30.59578423,49.78936481,Lower middle income,1894000.0,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.598516949152541,7.5985169491525415,7.598516949152541,7.598516949152541,7.5985169491525415,7.5985169491525415,7.598516949152541,7.598516949152541,7.598516949152541,Africa,7.598516949152541,7.598516949152541,7.598516949152541,0.0,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,8,8,8,9,10,10,10,10,11,12,14,15
Libya,Libya,6253000.0,26.3351,17.228331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,LBY,12.38,14.64,17.76,22.1,26.5,29.23,29.4,29.12,27.32,23.09,17.75,13.51,21.9,0.0,0.0,4.392040259,67.28872201,3.795632381,49.48378881,Upper middle income,7.598516949152541,7.598516949152541,7.598516949152541,15.8,0.0,20.0,5.0,7.598516949152541,10.0,20.0,139.2,$64.4 ,70.8,-7.9,"$9,986",17.7,28.0,4.7,99.0,Africa,31.8,24.5,38.7,3.7,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,8,8,10,10,11,11,18,18,19,20,21
Guinea-Bissau,Guinea-Bissau,1746000.0,11.8037,-15.1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,24.26,26.2,27.85,28.91,28.83,27.58,26.17,25.67,26.17,26.86,26.56,24.24,26.61,0.0,0.0,2.8237163360000004,54.83713146,66.65394737,51.16880719,Low income,36700.0,135.0,54.0,25.3,86.7,81.4,30.0,12.2,20.0,25.0,21.0,$3.1 ,5.5,4.3,"$1,845",6.1,1.1,42.0,91.0,Island,8.2,4.5,11.8,0.0,0.0,7.598516949152541,0.0,7.598516949152541,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,8,8,9,9,15,18,18,18,33,33
Mali,Mali,15768000.0,17.570692,-3.996166000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,5,5,5,7,MLI,21.25,24.17,27.34,30.53,33.06,33.38,31.81,30.62,30.58,29.55,25.64,21.65,28.3,0.0,0.0,2.5072297580000003,49.94928385,15.63501586,49.94099673,Low income,7.598516949152541,103.0,58.1,29.6,85.4,84.2,65.0,7.6,40.0,35.0,22.1,$41.0 ,5.3,5.3,"$2,170",7.9,1.8,35.6,83.0,Africa,7.1,3.9,10.4,0.0,0.0,7.598516949152541,0.0,7.598516949152541,18/03/2020,Full,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11,18,18,25,28,31,36,39,41,45,47,56,59
